"Y" "X1" "X2" "X3" "X4"
"1" 0.32205981476252 0.401299169974738 0.283502031247661 0.523193961261976 0.199481893221541
"2" 0.192499403540948 0.118489113436786 0.450534626649559 0.12034926697736 0.780145822778063
"3" 0.933409499593163 0.345723565499819 0.552472438016599 0.612283963372507 0.640209710278156
"4" 0.498420464317709 0.115000601467581 0.454299924046428 0.511779718968099 0.353549924264171
"5" 0.32205981476252 0.670034885119692 0.32075888887306 0.260121450483618 0.211005108002662
"6" 0.41984909345892 0.165764465295321 0.171891487639344 0.464870865153909 0.64239450569749
"7" 0 0.344400336821845 0.242263717622047 0.40600283102665 0.42645204943501
"8" 0.32205981476252 0.277878022374594 0.722169859518662 0.375677766661369 0.763176617118203
"9" 0 0.258270179237339 0.615625239212515 0.496933839958773 0.37141296275117
"10" 0.32205981476252 0.576205942499699 0.536859079811135 0.524637310610105 0.152679904053146
"11" 0.853530910209948 0.346806207145435 0.376079272732771 0.655967373235266 0.471086278096523
"12" 0.620530129211679 0.259352820882954 0.159585685109483 0.336780974534752 0.867360935361261
"13" 0.822933441389028 0.514976542764345 0.424386965682832 0.529939410256293 0.656573927521149
"14" 0.192499403540948 0.26031516901239 0.147538607470101 0.329652596121544 0.597700135117021
"15" 0.32205981476252 0.408276193913148 0.536615402435175 0.321787814979698 0.475706253827429
"16" 0.32205981476252 0.390713340550944 0.61806167055891 0.526478317431698 0.167149520307985
"17" 0.192499403540948 0.0695296523517382 0.143744457015916 0.270048159265647 0.49115257382058
"18" 0.32205981476252 0.0197281366534343 0.603214603782805 0.468700159342822 0.416124030505262
"19" 0.620530129211679 0.250691687718032 0.615196790951724 0.543680685172664 0.144071565074356
"20" 0.32205981476252 0.331168050042103 0.268726968167589 0.442425309985047 0.508984858184094
"21" 0.498420464317709 0.422831709370865 0.551025561826045 0.590854643969164 0.155374657621739
"22" 0.32205981476252 0.51148803079514 0.454742252125634 0.537097244778647 0.0737470321615086
"23" 0.41984909345892 0.284734752796824 0.624593296393511 0.504268411136 0.407186931973183
"24" 0.41984909345892 0.357512330085409 0.51047757292597 0.35008040781394 0.690628923326305
"25" 0.32205981476252 0.171057380007218 0.562662574421239 0.212608746431945 0.670550555899016
"26" 0.192499403540948 0.672561048959461 0.365294245517102 0.0470462665633543 0.667111669489839
"27" 0.498420464317709 0.375075183447612 0.663777852824667 0.49359057157076 0.654234739366214
"28" 0.41984909345892 0.427643450018044 0.167936305951206 0.511823903131818 0.387564885594839
