15.657	48.78	2.5791	91.228	36.892	65
22.158	39.904	0.41975	80.245	29.842	105
17.905	46.691	3.8081	80.356	38.617	345
19.63	38.629	1.2269	99.852	16.975	385
20.975	34.706	0.62561	89.813	49.76	185
16.73	39.159	4.6084	79.689	43.406	345
17.648	38.685	1.3204	86.055	25.871	105
21.647	41.741	6.6385	85.905	42.045	745
17.231	44.656	3.2899	90.405	33.972	225
17.829	39.974	0.78787	94.669	17.622	105
24.588	36.905	3.2407	99.873	21.545	745
18.288	44.367	4.5509	84.562	36.062	425
20.433	38.905	1.8442	94.293	26.805	185
17.683	38.551	1.8811	82.377	41.356	225
16.531	34.523	2.2323	92.81	18.792	225
16.299	34.212	4.373	80.243	54.621	225
20.394	37.497	4.0905	77.557	41.757	225
18.891	39.21	1.5976	89.09	26.683	225
20.805	38.858	0.19257	88.49	31.025	185
16.35	39.707	1.7247	88.494	25.488	65
19.833	33.509	3.8715	78.327	33.383	305
16.028	40.804	1.5371	89.414	37.389	185
19.887	35.516	3.4648	82.722	35.833	385
18.816	36.798	2.3325	84.578	27.24	145
21.185	35.798	3.3377	82.35	34.337	185
19.802	37.125	3.9261	80.154	27.411	185
15.937	41.444	3.0783	86.286	24.109	145
16.604	37.067	3.2053	89.331	26.121	265
18.903	46.732	4.1964	70.872	40.639	185
19.517	39.392	1.8055	79.228	29.605	185
19.978	36.629	4.055	70.424	42.388	145
17.75	39.517	3.2633	82.811	34.445	505
16.58	30.596	1.2136	84.753	25.927	185
17.726	36.559	1.9286	91.347	36.887	185
19.399	32.809	3.2837	82.032	36.835	225
20.623	34.216	4.227	77.469	36.859	305
16.813	35.63	3.2632	81.849	39.948	305
22.504	48.978	6.6971	76.914	40.884	785
17.976	42.908	3.5308	79.572	35.036	105
16.764	36.617	2.7718	74.997	39.354	185
15.904	46.721	3.6766	80.602	32.219	225
16.165	42.92	3.647	79.095	22.391	185
19.212	36.868	0.56493	94.026	22.12	185
19.848	53.462	5.6608	86.023	41.806	425
16.15	32.963	3.3041	85.045	37.547	225
23.316	44.651	4.1683	71.634	37.322	505
21.879	42.101	4.1682	64.956	42.723	305
17.038	33.585	3.3018	82.311	36.498	225
18.315	41.678	2.1836	86.776	28.319	145
17.558	46.249	4.4336	92.425	37.457	265
15.176	38.995	2.1212	82.377	26.738	145
19.738	39.902	2.346	84.305	30.199	145
17.151	40.762	2.5073	85.705	27.98	425
19.155	30.365	3.2912	81.324	35.426	425
19.511	44.298	6.7067	89.654	41.653	785
22.478	32.183	2.4445	81.947	53.416	345
18.466	34.495	4.5759	74.959	41.011	305
20.722	45.457	3.9246	82.296	36.988	545
15.86	41.512	2.179	88.593	21.437	265
21.156	38.666	3.4045	75.148	36.856	225
21.435	38.105	1.8085	87.555	29.892	225
20.205	39.704	3.0635	83.657	36.256	185
17.407	41.32	3.7775	71.458	37.877	345
16.944	31.575	2.9111	82.882	27.753	265
20.174	38.122	2.9673	80.828	35.193	305
19.829	43.052	4.5787	71.025	31.935	265
17.492	45.829	3.283	88.623	35.088	705
18.447	33.263	0.56042	95.128	27.758	185
18.09	42.397	3.3509	92.645	35.422	185
18.742	35.384	3.2043	82.938	22.032	265
15.802	38.718	0.091287	85.459	26.354	105
17.31	44.514	3.9685	71.895	41.623	425
18.498	34.932	1.7633	92.876	37.255	265
20.947	49.856	3.53	84.004	40.003	385
15.198	42.777	3.2985	84.997	29.416	105
21.562	39.05	0.81438	91.252	29.414	185
23.349	39.406	2.2141	96.022	17.59	385
16.512	33.531	2.473	83.024	29.295	225
17.386	36.881	3.7998	81.091	32.089	185
19.648	32.267	2.4797	74.326	46.715	265
17.077	45.566	3.7465	76.497	34.466	185
20.278	38.23	2.7626	95.069	33.653	505
20.153	30.174	1.7416	85.853	23.604	185
16.117	32.44	3.1123	88.45	31.567	265
18.312	43.285	3.6194	72.078	38.753	145
22.23	41.907	0.91963	83.377	36.658	105
18.021	38.425	0.80217	94.764	31.079	185
19.762	47.607	4.1663	81.506	36.454	185
17.614	32.995	4.0091	74.778	37.078	425
17.81	43.025	4.0236	83.796	38.419	265
21.108	37.908	4.115	81.622	39.281	185
19.319	32.802	1.7786	84.343	30.355	145
19.271	35.723	1.9293	87.294	25.503	145
22.424	36.574	3.4236	83.83	67.642	505
16.71	35.324	2.2132	71.929	37.657	105
17.551	32.278	2.9893	83.973	23.464	185
20.134	40.022	1.0212	85.627	36.109	145
18.937	41.937	2.9974	91.007	48.685	345
20.798	38.694	3.3939	75	36.997	385
17.395	51.092	4.8298	79.779	37.566	425
19.483	38.196	3.5087	78.123	31.619	105
16.962	33.145	3.8441	73.308	31.565	145
16.361	35.369	0.80134	88.222	27.798	185
20.301	42.543	3.5331	80.723	38.44	145
20.125	35.152	2.6511	92.91	37.882	345
19.954	43.059	3.971	90.793	35.349	225
17.808	41.827	1.4354	90.779	51.083	265
19.965	30.245	1.1814	95.385	23.524	185
20.687	36.662	1.8871	82.016	25.69	145
18.405	45.537	4.3297	70.804	37.439	545
20.271	39.759	3.4391	75.423	30.881	145
15.858	32.812	2.1225	90.437	24.901	145
20.295	41.67	2.0073	92.486	47.088	225
17.459	39.849	1.0617	85.177	24.495	185
19.392	41.338	5.4963	80.791	45.12	385
21.438	37.461	1.3133	84.331	26.097	145
21.939	43.679	2.6218	87.507	20.657	305
19.778	33.079	1.2562	92.746	19.883	185
17.459	39.446	0.25774	89.913	30.887	185
19.253	34.988	3.0873	84.659	23.583	225
19.95	37.595	0.60587	97.8	16.755	105
16	43.994	4.0238	74.321	27.989	185
18.926	33.301	4.0407	84.12	37.326	265
16.239	38.07	1.3322	83.553	21.292	185
20.128	35.335	0.044737	92.491	36.33	185
20.491	34.114	3.4214	84.367	40.892	185
16.051	35.768	4.0443	80.616	37.323	185
22.936	47.069	6.4794	86.6	44.05	785
19.121	38.114	1.2075	95.773	39.797	265
20.129	50.037	4.5222	86.23	47.611	185
19.388	45.671	2.8877	76.413	32.157	65
20.413	39.834	5.0701	92.55	37.834	545
18.177	39.953	1.0899	84.902	49.927	185
17.021	37.228	3.2829	80.672	37.817	265
16.872	44.176	3.265	75.671	33.48	345
16.434	34.711	2.6445	80.867	30.855	105
17.015	38.341	3.4162	78.109	37.7	225
17.911	36.061	3.3749	87.058	27.106	145
16.712	30.279	2.5969	89.209	20.719	145
17.296	40.041	0.059391	95.7	27.294	105
15.536	33.213	3.786	69.748	32.474	65
21.542	32.383	2.693	82.189	34.432	425
17.934	35.187	3.295	88.392	23.089	145
16.567	40.533	0.87452	97.021	54.603	145
19.191	36.017	4.5682	64.869	39.047	305
18.623	39.183	3.2946	68.745	33.47	145
20.17	44.618	3.794	81.953	41.077	225
17.103	34.596	2.4161	89.948	21.666	505
16.594	33.765	4.7005	71.746	38.045	265
18.809	44.978	3.6159	83.455	33.837	225
18.153	40.826	1.8487	93.855	25.352	185
18.324	38.283	5.6135	78.481	40.198	745
19.951	49.796	4.6551	69.069	43.195	425
18.703	33.297	3.9648	67.77	33.029	145
16.313	38.262	0.10371	97.774	17.943	185
16.623	36.788	3.0989	68.816	33.325	145
16.206	38.85	2.748	82.914	34.182	105
18.768	37.221	3.8377	83.016	37.773	305
19.707	45.399	3.1961	69.58	39.027	305
15.592	33.929	3.4488	82.791	24.94	105
19.04	34.981	2.9292	87.928	32.999	225
18.316	43.081	2.2578	77.281	36.577	185
21.708	39.699	3.9651	83.368	28.827	505
18.447	37.667	3.54	74.017	36.96	385
17.084	39.356	1.0084	90.668	23.045	145
19.076	39.308	2.1669	85.282	26.485	185
19.214	44.352	2.362	84.395	28.949	145
23.194	45.419	3.3147	95.401	43.169	505
19.582	49.336	4.0958	92.532	35.611	225
17.938	41.336	4.202	89.574	51.442	665
20.929	43.984	3.3555	88.273	28.887	185
20.348	44.969	4.5013	84.516	31.2	225
20.519	35.353	3.9347	78.186	38.876	425
15.072	43.199	1.6464	77.789	34.079	105
20.374	34.551	2.2706	70.793	36.381	185
16.904	38.072	1.3289	90.041	39.222	225
21.832	37.287	1.1962	89.742	58.273	185
18.804	30.836	4.1216	68.855	37.016	265
15.48	42.769	3.7874	72.854	38.541	145
15.32	31.225	3.8517	65.891	37.095	105
18.14	38.098	3.9136	74.702	31.635	145
17.882	32.874	0.84435	92.585	44.423	185
17.191	34.128	4.3698	91.93	39.048	425
15.654	46.484	3.6548	83.974	29.9	225
19.076	31.118	4.6965	66.185	35.904	305
17.228	31.088	2.283	88.27	27.424	105
16.962	39.27	4.2612	89.591	34.934	465
18.129	46.594	4.4935	75.777	39.937	305
21.092	27.023	0.1207	94.819	23.468	145
21.122	36.195	1.8898	77.076	34.776	185
16.526	35.253	3.2778	69.286	61.972	265
17.374	46.567	2.5955	93.147	36.037	145
17.468	43.529	2.0556	88.502	36.897	425
18.624	42.73	1.6181	92.123	32.032	185
17.598	29.326	1.8576	90.315	24.107	145
16.49	32.077	1.7153	91.512	25.79	185
20.691	32.543	2.7321	77.048	40.712	185
17.174	40.305	2.3911	87.511	29.13	105
16.082	43.378	3.4777	90.025	24.683	145
18.515	37.243	1.3782	87.582	60.303	185
18.446	46.994	4.0288	81.899	32.349	225
22.256	36.495	5.4017	78.301	41.58	545
21.96	36.275	3.9983	71.77	39.045	385
15.793	35.591	2.9842	65.599	33.073	105
19.431	30.424	0.32025	93.124	44.626	185
19.541	47.945	2.8507	86.981	28.277	105
20.954	32.419	1.7753	76.451	25.856	185
17.859	36.379	0.73466	91.395	19.161	105
17.431	43.484	3.4686	81.889	28.571	185
17.569	39.165	2.9988	85.789	37.119	145
15.88	38.381	1.6173	72.543	31.56	185
20.469	40.827	3.4777	84.919	35.975	225
18.036	40.134	2.4217	91.073	36.829	185
19.023	45.181	4.0879	85.896	38.249	345
18.659	50.145	3.5489	85.136	29.526	185
18.217	34.212	2.6474	82.816	39.681	465
17.954	32.883	2.9268	94.061	36.687	185
17.218	35.277	3.7114	85.107	27.208	145
19.397	37.053	3.1041	87.324	30.59	385
17.539	37.799	3.2643	83.095	37.406	225
21.876	40.637	4.604	66.739	42.192	505
20.51	42.671	3.6378	74.381	34.445	265
16.429	51.482	4.1818	78.728	29.508	265
19.869	41.929	0.59685	83.135	36.831	225
20.228	34.793	2.2019	96.738	24.928	385
19.716	40.295	2.328	77.58	28.894	145
19.029	43.617	2.3172	83.45	33.17	65
15.505	38.52	3.2435	82.629	25.313	105
20.792	36.428	3.1646	86.556	55.797	385
18.233	40.41	3.4452	67.628	43.932	265
17.517	50.475	4.5748	74.487	36.141	185
20.888	36.884	3.507	85.426	29.153	185
20.123	47.921	4.2437	84.361	35.291	305
17.436	40.521	4.7672	70.949	31.417	145
18.669	43.312	3.2278	75.993	23.54	65
20.634	35.121	1.8109	74.07	30.571	145
16.65	43.651	2.7317	85.131	33.212	145
17.261	35.069	3.3639	81.594	23.223	225
23.212	49.524	3.6746	74.319	39.521	345
21.931	44.159	1.8634	94.197	16.153	425
16.512	41.022	3.4632	84.121	41.136	185
